lane,bet_id,mint,symbol,rule_set,proposal_id,gate,series,decided_at,features_end_time,entry_at,exit_at,exit_reason,size_sol,pnl_sol,flow_json,progress_pct
paper,01a0a456-db36-717a-bc52-417f69454ba1,99B9ZJWagNXmQ4vsBr7Rnc7WivMJiny9sNCzVED4pump,SOLFLY,flow_v2/2,01a0a456-9c00-7b66-ab6d-045ddd64e335,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 09:12:10.582506+00,2026-09-15 09:12:03.774658+00,2026-09-15 09:12:13+00,2026-09-15 09:13:25+00,line_broken,0.05,-0.0049222892,"{""buys_1m"": 27, ""feature"": ""flow"", ""snipers"": 10, ""sells_1m"": 14, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""19.1243633547"", ""net_sol_flow_1m"": ""8.2987149431"", ""progress_rising"": true, ""unique_buyers_1m"": 26, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",49.644
paper,01a0a475-d0d8-760e-95d9-1cec1a09da69,73PrUsqpcxTaYwccZwDsyA41ogYwwWMr5VULHtEEpump,STOCKPILLS,flow_v2/2,01a0a475-802e-727d-8609-5636731171d3,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 09:45:57.321512+00,2026-09-15 09:45:55.670425+00,2026-09-15 09:46:00+00,2026-09-15 09:47:36.617759+00,max_loss,0.05,-0.0195904324,"{""buys_1m"": 13, ""feature"": ""flow"", ""snipers"": 6, ""sells_1m"": 6, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""17.2958719521"", ""net_sol_flow_1m"": ""5.5830908656"", ""progress_rising"": true, ""unique_buyers_1m"": 13, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",38.5959
paper,01a0a477-1be5-7742-9020-8023ba9a15e7,AdKH1t84SAEW2YRuy1tEGt1Na4PtsSbyLyvfiLwUkA39,Hypnotize,flow_v2/2,01a0a476-dbc2-78ae-8971-40282b750bbf,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 09:47:26.790154+00,2026-09-15 09:47:16.923707+00,2026-09-15 09:47:36.50114+00,2026-09-15 09:47:52+00,line_broken,0.05,-0.0120109623,"{""buys_1m"": 73, ""feature"": ""flow"", ""snipers"": 1, ""sells_1m"": 27, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""48.4599155913"", ""net_sol_flow_1m"": ""19.583345879"", ""progress_rising"": true, ""unique_buyers_1m"": 55, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",70.439
paper,01a0a477-1bdb-7205-bbda-a8647f735e20,AdKH1t84SAEW2YRuy1tEGt1Na4PtsSbyLyvfiLwUkA39,Hypnotize,flow_v2/1,01a0a476-dbbd-7e81-be24-82ac75869162,fluxo_e_holders/1,meme_features_15s_v1,2026-09-15 09:47:26.790154+00,2026-09-15 09:47:16.923707+00,2026-09-15 09:47:36.50114+00,2026-09-15 09:47:52+00,line_broken,0.05,-0.0120109623,"{""buys_1m"": 73, ""feature"": ""flow"", ""snipers"": 1, ""sells_1m"": 27, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""48.4599155913"", ""net_sol_flow_1m"": ""19.583345879"", ""progress_rising"": true, ""unique_buyers_1m"": 55, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",70.439
paper,01a0a478-fbe8-7b27-8cdf-3bd0d6a298e7,AdKH1t84SAEW2YRuy1tEGt1Na4PtsSbyLyvfiLwUkA39,Hypnotize,flow_v2/2,01a0a478-7a34-7ed3-a537-d5b217cf1174,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 09:49:08.889427+00,2026-09-15 09:48:52.431869+00,2026-09-15 09:49:42.958942+00,2026-09-15 09:51:48.718725+00,line_broken,0.05,0.0135485353,"{""buys_1m"": 21, ""feature"": ""flow"", ""snipers"": 1, ""sells_1m"": 5, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""27.6174737857"", ""net_sol_flow_1m"": ""2.325205582"", ""progress_rising"": true, ""unique_buyers_1m"": 18, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",67.5947
paper,01a0a47f-b1b6-7d7f-8a59-580068599e22,EU7cRDihomacKVubjLEDwrCKxedQC6QNNw1T3wBepump,solsounds,flow_v2/2,01a0a47f-6577-7ef3-ab51-443bec0385a4,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 09:56:46.061345+00,2026-09-15 09:56:32.601752+00,2026-09-15 09:56:53+00,2026-09-15 10:29:44+00,time_stop,0.05,-0.0395547253,"{""buys_1m"": 71, ""feature"": ""flow"", ""snipers"": 3, ""sells_1m"": 29, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""109.4989099955"", ""net_sol_flow_1m"": ""22.151738421"", ""progress_rising"": true, ""unique_buyers_1m"": 66, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",75.0992
paper,01a0a487-ec98-7f57-a0b6-ca5beeea1ad1,FDchkT7ycrpErKBuonY2fwg9FwbZFNtL1oBbQcxwpump,TUDUM,flow_v2/2,01a0a487-a1cb-75f1-b604-e7e4e35e4317,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 10:05:45.981883+00,2026-09-15 10:05:45.313179+00,2026-09-15 10:05:49+00,2026-09-15 10:07:09+00,creator_dump,0.05,0.0023471092,"{""buys_1m"": 20, ""feature"": ""flow"", ""snipers"": 9, ""sells_1m"": 4, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""18.7571649164"", ""net_sol_flow_1m"": ""11.2005984336"", ""progress_rising"": true, ""unique_buyers_1m"": 20, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",34.4459
paper,01a0a492-e1ec-77ee-aeef-8ee17c1a43f5,7LLE17W7XL1TKHLtdRM1ChuBjj8HUDz7cU8EFtX3pump,RIZZ,flow_v2/2,01a0a492-969a-72d2-9f9a-9ee48366dd94,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 10:17:44.124124+00,2026-09-15 10:17:30.420902+00,2026-09-15 10:17:50+00,2026-09-15 10:51:10+00,time_stop,0.05,-0.0373792157,"{""buys_1m"": 34, ""feature"": ""flow"", ""snipers"": 3, ""sells_1m"": 13, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""38.0913666571"", ""net_sol_flow_1m"": ""4.650095609"", ""progress_rising"": true, ""unique_buyers_1m"": 34, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",74.1677
paper,01a0a49b-a715-7fe4-8597-4a4eade311d6,95xcQiPd8uTLtjaYKTZ51NLGT9xdC1yRSDbtAtHcpump,Alon ,flow_v2/2,01a0a49b-26c5-7f6a-8247-cd271cc07cfb,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 10:27:03.043422+00,2026-09-15 10:26:52.906312+00,2026-09-15 10:27:12+00,2026-09-15 10:29:03+00,creator_dump,0.05,-0.0207713103,"{""buys_1m"": 31, ""feature"": ""flow"", ""snipers"": 0, ""sells_1m"": 8, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""25.0330182739"", ""net_sol_flow_1m"": ""4.9240285086"", ""progress_rising"": true, ""unique_buyers_1m"": 25, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",48.2824
paper,01a0a6c2-2760-755f-adce-31bb561914f1,CLK5SyTFhnyYeojErmfFDrMEsWgKYtgyd9iBZ22fpump,NOIRA,flow_v2/3,01a0a6c1-e082-7e81-8c92-b1ce023651a5,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 20:28:36.087431+00,2026-09-15 20:28:18.770364+00,2026-09-15 20:28:40+00,2026-09-15 20:29:32+00,line_broken,0.05,-0.0084489579,"{""buys_1m"": 16, ""feature"": ""flow"", ""snipers"": 5, ""sells_1m"": 3, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""19.3537554456"", ""net_sol_flow_1m"": ""5.0348939013"", ""progress_rising"": true, ""unique_buyers_1m"": 16, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",58.7429
paper,01a0a6c7-4efb-78d6-b006-6a641e720bdb,6FQ8MCvigJYcYSvBPEcxYiExHwqgUCkNPtqF3gwLpump,fruk,flow_v2/3,01a0a6c6-b398-7378-b7e3-2612b9754c90,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 20:33:52.259269+00,2026-09-15 20:33:47.901323+00,2026-09-15 20:34:09+00,2026-09-15 20:35:18+00,creator_dump,0.05,-0.0455492778,"{""buys_1m"": 13, ""feature"": ""flow"", ""snipers"": 7, ""sells_1m"": 4, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""110.4070539754"", ""net_sol_flow_1m"": ""12.180781315"", ""progress_rising"": true, ""unique_buyers_1m"": 13, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",93.7559
paper,01a0a6cb-63a3-7b93-a875-a776caa1683a,9w3XgArZLRz5MLxkuDLXayALnRH2CxhWb4zXy8Acpump,FLY HIGH,flow_v2/1,01a0a6cb-1a2b-7568-be9f-4b5edf4bf93b,fluxo_e_holders/1,meme_features_15s_v1,2026-09-15 20:38:41.058992+00,2026-09-15 20:38:37.481774+00,2026-09-15 20:38:42+00,2026-09-15 20:40:49.008747+00,line_broken,0.05,-0.0032910739,"{""buys_1m"": 43, ""feature"": ""flow"", ""snipers"": 2, ""sells_1m"": 16, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""62.3825690199"", ""net_sol_flow_1m"": ""28.873558362"", ""progress_rising"": true, ""unique_buyers_1m"": 36, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",68.0514
paper,01a0a6da-cf55-7aa0-856c-78d215b77acb,BdGyZJL81E3E4T1XN2oXm6MParX73MWFZBcbQCmNpump,Mitchelle,flow_v2/3,01a0a6da-86c3-76fb-a6c6-0fe13b5418ea,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 20:55:30.413607+00,2026-09-15 20:55:12.768786+00,2026-09-15 20:55:34+00,2026-09-15 20:57:40.344139+00,line_broken,0.05,0.0274735623,"{""buys_1m"": 66, ""feature"": ""flow"", ""snipers"": 6, ""sells_1m"": 38, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""33.9404446408"", ""net_sol_flow_1m"": ""4.5564956736"", ""progress_rising"": true, ""unique_buyers_1m"": 62, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",50.7193
paper,01a0a6e9-95bd-7917-a5d5-e23aae87dcf5,5aBAkzHnxoLRsHBshrZ3MV5y7yQG8zHtHhvc8Ctbpaid,DPUMP,flow_v2/3,01a0a6e9-4c09-74c8-80b8-9d8cbeaeddff,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 21:11:38.97316+00,2026-09-15 21:11:24.00222+00,2026-09-15 21:11:45+00,2026-09-15 21:12:54+00,creator_dump,0.05,-0.0008604054,"{""buys_1m"": 33, ""feature"": ""flow"", ""snipers"": 9, ""sells_1m"": 8, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""20.8355017184"", ""net_sol_flow_1m"": ""5.8715601923"", ""progress_rising"": true, ""unique_buyers_1m"": 31, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",46.3344
paper,01a0a6fd-4237-7a19-99a6-8c08121084b9,CVe9RECt4pgK2XdJQjAUXHJiKkMbkCHBQ9PZwF86X34L,NYAN,flow_v2/3,01a0a6fc-a2fc-7854-a3c7-bcbaa749ceeb,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 21:32:46.012812+00,2026-09-15 21:32:39.074886+00,2026-09-15 21:33:00+00,2026-09-15 21:34:16+00,line_broken,0.05,-0.0090874865,"{""buys_1m"": 34, ""feature"": ""flow"", ""snipers"": 9, ""sells_1m"": 7, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""58.6716917336"", ""net_sol_flow_1m"": ""12.7271532148"", ""progress_rising"": true, ""unique_buyers_1m"": 29, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",61.4289
paper,01a0a716-cb24-75dc-8e0a-557c9d244859,Rvwhhtjw1px94KFWoeHZgMPTAdZSM58aTuik1qepump,KITH,flow_v2/3,01a0a716-6f93-7d99-9e89-3db1d60739c6,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 22:00:57.442845+00,2026-09-15 22:00:54.809572+00,2026-09-15 22:00:59+00,2026-09-15 22:02:26+00,line_broken,0.05,0.0164109502,"{""buys_1m"": 68, ""feature"": ""flow"", ""snipers"": 8, ""sells_1m"": 30, ""dev_share"": ""0.000234"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""84.1165317185"", ""net_sol_flow_1m"": ""3.03673968"", ""progress_rising"": true, ""unique_buyers_1m"": 67, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",88.6923
paper,01a0a7ac-6599-768d-93ae-208e177805c1,GZXo17Y98abtxurSShRpxKHK1PM92TfhTfhGpM6Rpump,BROKE ,flow_v2/3,01a0a7ac-1deb-765c-aa9e-0dba276d4e6a,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 00:44:27.122533+00,2026-09-16 00:44:10.395423+00,2026-09-16 00:44:32+00,2026-09-16 00:45:59+00,creator_dump,0.05,-0.0079203009,"{""buys_1m"": 35, ""feature"": ""flow"", ""snipers"": 8, ""sells_1m"": 8, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""21.1235039879"", ""net_sol_flow_1m"": ""8.3623280123"", ""progress_rising"": true, ""unique_buyers_1m"": 27, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",44.544
paper,01a0a7ac-65a3-722e-8e22-46c6f4784217,GZXo17Y98abtxurSShRpxKHK1PM92TfhTfhGpM6Rpump,BROKE ,flow_v2/5,01a0a7ac-1df5-7cef-a658-bce2ceef3b1a,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 00:44:27.122533+00,2026-09-16 00:44:10.395423+00,2026-09-16 00:44:32+00,2026-09-16 00:45:59+00,creator_dump,0.05,-0.0079203009,"{""buys_1m"": 35, ""feature"": ""flow"", ""snipers"": 8, ""sells_1m"": 8, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""21.1235039879"", ""net_sol_flow_1m"": ""8.3623280123"", ""progress_rising"": true, ""unique_buyers_1m"": 27, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",44.544
paper,01a0a7b3-7e47-7024-b23d-b5b937fa2249,YTrKUfTyH6c3wmEiSsDqXoTnQESW7vzu2KMBiRpNCtx,PAIDPAL,flow_v2/5,01a0a7b2-e4d4-7753-a0b0-a9e50a8fdb08,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 00:51:51.705573+00,2026-09-16 00:51:46.790156+00,2026-09-16 00:52:07+00,2026-09-16 00:54:41+00,line_broken,0.05,-0.0122312277,"{""buys_1m"": 50, ""feature"": ""flow"", ""snipers"": 0, ""sells_1m"": 21, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""83.2763706277"", ""net_sol_flow_1m"": ""29.986547797"", ""progress_rising"": true, ""unique_buyers_1m"": 49, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",68.657
paper,01a0a7e1-ee77-7a83-9807-a19bed5cd594,AS5CMSisS8DZRp25eDcYGGTuV11f9Z9pfgveHC1nkV8S,MURAD,flow_v2/3,01a0a7e1-9204-71e8-b2c1-1869aee01dca,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 01:42:49.889752+00,2026-09-16 01:42:39.077506+00,2026-09-16 01:43:01+00,2026-09-16 01:43:39+00,line_broken,0.05,0.0184894284,"{""buys_1m"": 85, ""feature"": ""flow"", ""snipers"": 9, ""sells_1m"": 46, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""57.2379400503"", ""net_sol_flow_1m"": ""18.9630750277"", ""progress_rising"": true, ""unique_buyers_1m"": 67, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",57.7885
paper,01a0a7e1-ee86-7e6c-9129-0ff530844c02,AS5CMSisS8DZRp25eDcYGGTuV11f9Z9pfgveHC1nkV8S,MURAD,flow_v2/5,01a0a7e1-9212-767d-b024-cb26dda069d6,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 01:42:49.889752+00,2026-09-16 01:42:39.077506+00,2026-09-16 01:43:01+00,2026-09-16 01:43:39+00,line_broken,0.05,0.0184894284,"{""buys_1m"": 85, ""feature"": ""flow"", ""snipers"": 9, ""sells_1m"": 46, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""57.2379400503"", ""net_sol_flow_1m"": ""18.9630750277"", ""progress_rising"": true, ""unique_buyers_1m"": 67, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",57.7885
paper,01a0a7e8-9524-751f-ab22-f50aa244de1d,MjaQVoufwgoNmJBQVxbDFW6YYjaX2p9wazghtoDpump,LIKETYSON,flow_v2/3,01a0a7e8-44d1-7cea-bca8-10186dfb9964,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 01:50:00.715975+00,2026-09-16 01:49:54.487478+00,2026-09-16 01:50:03+00,2026-09-16 01:52:17+00,line_broken,0.05,-0.0004212565,"{""buys_1m"": 11, ""feature"": ""flow"", ""snipers"": 7, ""sells_1m"": 1, ""dev_share"": ""0.01566"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""14.3840098381"", ""net_sol_flow_1m"": ""19.6490194789"", ""progress_rising"": true, ""unique_buyers_1m"": 11, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",58.2221
paper,01a0a7e8-9531-7309-ab8f-4acdfd6c1827,MjaQVoufwgoNmJBQVxbDFW6YYjaX2p9wazghtoDpump,LIKETYSON,flow_v2/5,01a0a7e8-44e4-71a6-8e4d-2c43a8852098,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 01:50:00.715975+00,2026-09-16 01:49:54.487478+00,2026-09-16 01:50:03+00,2026-09-16 01:52:17+00,line_broken,0.05,-0.0004212565,"{""buys_1m"": 11, ""feature"": ""flow"", ""snipers"": 7, ""sells_1m"": 1, ""dev_share"": ""0.01566"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""14.3840098381"", ""net_sol_flow_1m"": ""19.6490194789"", ""progress_rising"": true, ""unique_buyers_1m"": 11, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",58.2221
paper,01a0a7eb-2e5c-7941-8086-b8f0fcc8c11a,5924g2Ymd5p6Xrjh2JYBs8tmStMAwEhd6FZjbEpMD272,RUNCHA,flow_v2/5,01a0a7ea-8360-7408-8107-afe3ba6a474b,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 01:52:35.276189+00,2026-09-16 01:52:12.869928+00,2026-09-16 01:52:51+00,2026-09-16 02:01:33.845034+00,line_broken,0.05,0.0006653121,"{""buys_1m"": 73, ""feature"": ""flow"", ""snipers"": 4, ""sells_1m"": 24, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""87.3606523276"", ""net_sol_flow_1m"": ""27.536750696"", ""progress_rising"": true, ""unique_buyers_1m"": 68, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",69.6359
paper,01a0a7eb-2e4f-7c73-bb36-031739c949c8,5924g2Ymd5p6Xrjh2JYBs8tmStMAwEhd6FZjbEpMD272,RUNCHA,flow_v2/3,01a0a7ea-8344-7d24-92c6-0625d99f3852,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 01:52:35.276189+00,2026-09-16 01:52:12.869928+00,2026-09-16 01:52:51+00,2026-09-16 02:01:33.845034+00,line_broken,0.05,0.0006653121,"{""buys_1m"": 73, ""feature"": ""flow"", ""snipers"": 4, ""sells_1m"": 24, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""87.3606523276"", ""net_sol_flow_1m"": ""27.536750696"", ""progress_rising"": true, ""unique_buyers_1m"": 68, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",69.6359
paper,01a0a807-e05f-7491-bb9c-e0aac5684864,9QdtE9QneuqsfXJ4RW1oVd85PLTvchcP2Evk8Gxgpump,Joebiden,flow_v2/5,01a0a807-996a-719c-a4f7-10d44ee64767,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:24:16.435202+00,2026-09-16 02:24:14.844121+00,2026-09-16 02:24:18+00,2026-09-16 02:25:31+00,line_broken,0.05,-0.0119932898,"{""buys_1m"": 38, ""feature"": ""flow"", ""snipers"": 0, ""sells_1m"": 20, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""22.734870593"", ""net_sol_flow_1m"": ""8.6101508548"", ""progress_rising"": true, ""unique_buyers_1m"": 35, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",56.7165
paper,01a0a808-8100-792d-96b9-57eb017ad36e,HYW2ApGEAZ8H94PE3R2iQEe6hvy3a7W6kNf91CDzgufZ,MAXWIN,flow_v2/5,01a0a807-dfc3-716f-ad25-d5cacc4e5189,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:24:40.546822+00,2026-09-16 02:24:31.819482+00,2026-09-16 02:24:53+00,2026-09-16 02:39:12.262354+00,line_broken,0.05,0.0181871245,"{""buys_1m"": 36, ""feature"": ""flow"", ""snipers"": 10, ""sells_1m"": 13, ""dev_share"": ""0.005096"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""17.7355957186"", ""net_sol_flow_1m"": ""11.2888128985"", ""progress_rising"": true, ""unique_buyers_1m"": 36, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",30.5361
paper,01a0a808-80e6-7157-ac99-37048896f811,HYW2ApGEAZ8H94PE3R2iQEe6hvy3a7W6kNf91CDzgufZ,MAXWIN,flow_v2/3,01a0a807-dfb9-7510-a1c1-61f8349b76bf,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:24:40.546822+00,2026-09-16 02:24:31.819482+00,2026-09-16 02:24:53+00,2026-09-16 02:39:12.262354+00,line_broken,0.05,0.0181871245,"{""buys_1m"": 36, ""feature"": ""flow"", ""snipers"": 10, ""sells_1m"": 13, ""dev_share"": ""0.005096"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""17.7355957186"", ""net_sol_flow_1m"": ""11.2888128985"", ""progress_rising"": true, ""unique_buyers_1m"": 36, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",30.5361
paper,01a0a808-80f4-745f-8005-4f84d009cecb,DUK4fafnpQqETwAx2q9FpUN2HVVM1iUHp2KLxxZznap6,BERNIE,flow_v2/5,01a0a807-dfc2-77c6-91b7-e99ea02491f8,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:24:40.546822+00,2026-09-16 02:24:31.819482+00,2026-09-16 02:24:53+00,2026-09-16 02:32:46+00,line_broken,0.05,-0.0038471965,"{""buys_1m"": 29, ""feature"": ""flow"", ""snipers"": 4, ""sells_1m"": 3, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""26.731664134"", ""net_sol_flow_1m"": ""14.2121115018"", ""progress_rising"": true, ""unique_buyers_1m"": 24, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",43.8781
paper,01a0a808-80d9-75ca-9c77-2c66ad83a482,DUK4fafnpQqETwAx2q9FpUN2HVVM1iUHp2KLxxZznap6,BERNIE,flow_v2/3,01a0a807-dfb8-7d6e-a60a-36e1614ff6bc,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:24:40.546822+00,2026-09-16 02:24:31.819482+00,2026-09-16 02:24:53+00,2026-09-16 02:32:46+00,line_broken,0.05,-0.0038471965,"{""buys_1m"": 29, ""feature"": ""flow"", ""snipers"": 4, ""sells_1m"": 3, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": true, ""mcap_delta_60s"": ""26.731664134"", ""net_sol_flow_1m"": ""14.2121115018"", ""progress_rising"": true, ""unique_buyers_1m"": 24, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",43.8781
paper,01a0a811-f08b-73a8-998e-20f08485e172,9S65FQPFXbWTUEv4CWYRnGcyN3BqHt8c2uwmcMkopump,POPUP,flow_v2/5,01a0a811-502f-71e3-a26d-0a101c38141e,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:34:59.127003+00,2026-09-16 02:34:53.054893+00,2026-09-16 02:35:13+00,2026-09-16 02:37:32+00,creator_dump,0.05,-0.0055519727,"{""buys_1m"": 26, ""feature"": ""flow"", ""snipers"": 8, ""sells_1m"": 1, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""8.0347172394"", ""net_sol_flow_1m"": ""6.9498681737"", ""progress_rising"": true, ""unique_buyers_1m"": 13, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",27.7234
paper,01a0a811-f081-7192-a1f1-43270c85d3be,9S65FQPFXbWTUEv4CWYRnGcyN3BqHt8c2uwmcMkopump,POPUP,flow_v2/3,01a0a811-5023-78de-bc66-638ab35aeab2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-16 02:34:59.127003+00,2026-09-16 02:34:53.054893+00,2026-09-16 02:35:13+00,2026-09-16 02:37:32+00,creator_dump,0.05,-0.0055519727,"{""buys_1m"": 26, ""feature"": ""flow"", ""snipers"": 8, ""sells_1m"": 1, ""dev_share"": ""0"", ""tape_reason"": null, ""holders_reason"": null, ""holders_rising"": false, ""mcap_delta_60s"": ""8.0347172394"", ""net_sol_flow_1m"": ""6.9498681737"", ""progress_rising"": true, ""unique_buyers_1m"": 13, ""max_sells_to_buys"": ""0.6"", ""min_unique_buyers"": 10}",27.7234
